pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
24,7.65,9,23,7,1442706300,-87.65361398,41.90749193,-87.63576009,1.8,17031080300,Cash,Northwest Management LLC,540,8,0
6,10.45,8,20,7,1377981900,-87.63985386,41.89250778,-87.62621491,0.2,17031081500,Cash,Taxi Affiliation Services,720,8,0
6,7.45,3,18,7,1364669100,-87.63985386,41.92187746,-87.66407824,1.9,17031832500,Cash,,540,7,0
6,6.45,7,23,7,1405208700,-87.63985386,41.91461629,-87.63171737,1.4,17031071500,Cash,Taxi Affiliation Services,420,7,0
6,6.85,2,10,1,1361095200,-87.63985386,41.91461629,-87.63171737,1.5,17031071500,Credit Card,,360,7,2
6,11.85,8,21,7,1440277200,-87.63985386,41.87740612,-87.62197165,0,17031320400,Credit Card,Blue Ribbon Taxi Association Inc.,900,32,2
6,11.85,8,9,6,1440148500,-87.63985386,41.87740612,-87.62197165,0.2,17031320400,Credit Card,Taxi Affiliation Services,600,32,2.35
6,13.65,8,17,6,1376674200,-87.63985386,41.87740612,-87.62197165,4.2,17031320400,Cash,,1380,32,0
6,4.25,6,17,7,1372527900,-87.63985386,41.93823229,-87.64678208,0.6,17031063100,Cash,,120,6,0
6,18.45,4,9,7,1398505500,-87.63985386,41.85934972,-87.61735801,0.4,17031330100,Cash,Taxi Affiliation Services,1440,33,0
6,17.25,12,18,6,1450462500,-87.63985386,41.85934972,-87.61735801,0.3,17031330100,Cash,Taxi Affiliation Services,1560,33,0
6,6.05,9,13,7,1379165400,-87.63985386,41.93623718,-87.65641153,0,17031062900,Cash,Taxi Affiliation Services,420,6,0
6,10.65,2,13,1,1393160400,-87.63985386,41.89092203,-87.61886836,0,17031081403,Cash,Taxi Affiliation Services,540,8,0
6,12.45,4,12,2,1397479500,-87.63985386,41.88498719,-87.62099291,4.9,17031320100,Cash,,600,32,0
6,12.45,8,12,5,1408017600,-87.63985386,41.88498719,-87.62099291,4.4,17031320100,Credit Card,Dispatch Taxi Affiliation,780,32,3.7
6,12.45,6,8,6,1372409100,-87.63985386,41.88099447,-87.63274649,0,17031839100,Credit Card,Dispatch Taxi Affiliation,1080,32,2
6,13.45,6,8,3,1403598600,-87.63985386,41.88099447,-87.63274649,4.8,17031839100,Cash,,960,32,0
6,6.85,1,1,2,1358730900,-87.63985386,41.94913977,-87.65680391,0,17031061100,Cash,Blue Ribbon Taxi Association Inc.,480,6,0
6,7.85,9,4,1,1442722500,-87.63985386,41.94922091,-87.6519704,1.7,17031061000,Cash,Northwest Management LLC,600,6,0
6,5.25,7,21,7,1469307600,-87.63985386,41.92904694,-87.65131088,0.8,17031070300,Credit Card,Dispatch Taxi Affiliation,240,7,2
6,11.45,3,21,7,1364075100,-87.63985386,41.89207264,-87.62887416,0.2,17031081600,Credit Card,Blue Ribbon Taxi Association Inc.,720,8,1.5
6,13.85,1,20,7,1389473100,-87.63985386,41.91236435,-87.67506276,0,17031240300,Credit Card,Taxi Affiliation Services,960,24,2.75
6,10.65,8,8,5,1408005900,-87.63985386,41.89321636,-87.63784421,3.7,17031081800,Credit Card,,720,8,2
10,30.25,1,23,6,1452898800,-87.80453201,41.89960211,-87.63330804,10.7,,Cash,Taxi Affiliation Services,1680,8,0
10,19.25,6,9,7,1403341200,-87.80453201,41.98026432,-87.9136246,0,,Cash,Taxi Affiliation Services,1560,76,0
10,15.85,9,15,4,1441812600,-87.80453201,41.98026432,-87.9136246,6.5,,Cash,Taxi Affiliation Services,840,76,0
10,3.25,6,22,5,1403822700,-87.80453201,41.9850151,-87.80453201,0,,Cash,Northwest Management LLC,0,10,0
10,36.04,12,13,1,1451221200,-87.80453201,41.9850151,-87.80453201,17.4,,Cash,,1680,10,0
10,3.25,9,6,3,1409639400,-87.80453201,41.9850151,-87.80453201,0,,Cash,,60,10,0
10,3.25,5,19,5,1398971700,-87.80453201,41.9850151,-87.80453201,0,,Cash,4623 - Jay Kim,0,10,0
10,5.85,3,10,3,1394532900,-87.80453201,41.99393013,-87.75835359,0,,Cash,Taxi Affiliation Services,240,12,0
10,20.1,12,7,2,1418627700,-87.80453201,41.97882953,-87.7711667,0,,Unknown,Blue Ribbon Taxi Association Inc.,0,11,0
68,8.65,7,15,2,1436801400,-87.64249753,41.77887686,-87.59492544,2.3,,Cash,Taxi Affiliation Services,660,42,0
6,7.85,9,14,7,1411827300,-87.66126522,41.91474731,-87.65400703,1.9,17031832600,Cash,,540,7,0
6,8.25,3,0,7,1395446400,-87.66126522,41.92177819,-87.65106188,2.5,17031071100,Cash,Taxi Affiliation Services,540,7,0
6,6.65,3,7,4,1362553200,-87.66126522,41.93615907,-87.66126522,0,17031062800,Cash,Taxi Affiliation Services,0,6,0
6,10.65,7,20,7,1406404800,-87.66126522,41.90602597,-87.67531162,0.31,17031241400,Cash,,900,24,0
6,16.45,3,15,6,1363359600,-87.66126522,41.89092203,-87.61886836,5.1,17031081403,Cash,,1500,8,0
6,5.05,5,22,6,1368225900,-87.66126522,41.94629454,-87.65429808,0.8,17031832000,Cash,,240,6,0
6,6.05,6,22,2,1434406500,-87.66126522,41.94629454,-87.65429808,0.9,17031832000,Cash,,480,6,0
6,9.65,1,19,6,1390590900,-87.66126522,41.90837867,-87.67094508,2.5,17031241500,Cash,Choice Taxi Association,840,24,0
6,11.25,10,22,5,1413497700,-87.66126522,41.90278805,-87.62614559,4.1,17031081202,Cash,Taxi Affiliation Services,780,8,0
6,8.05,4,19,7,1366487100,-87.66126522,41.91236435,-87.67506276,2.1,17031240300,Cash,Choice Taxi Association,600,24,0
6,4.45,4,19,7,1398541500,-87.66126522,41.94258518,-87.65664409,0.6,17031062200,Cash,,180,6,0
6,17.05,3,2,1,1364091300,-87.66126522,41.87101588,-87.63140653,0.4,17031839000,Cash,Blue Ribbon Taxi Association Inc.,960,32,0
7,12.05,4,18,4,1429728300,-87.65591185,41.89250778,-87.62621491,0.2,17031081500,Cash,Taxi Affiliation Services,1140,8,0
7,3.45,8,12,7,1406983500,-87.65591185,41.92177819,-87.65106188,0.1,17031071100,Cash,,60,7,0
7,7.25,11,2,7,1416017700,-87.65591185,41.93839126,-87.63857492,1.9,17031063200,Cash,,420,6,2
7,8.05,10,1,7,1446255000,-87.65591185,41.93823229,-87.64678208,2.1,17031063100,Credit Card,Choice Taxi Association,600,6,2
7,7.65,2,23,7,1391902200,-87.65591185,41.93453972,-87.6430228,1.8,17031063301,Cash,Taxi Affiliation Services,660,6,0
7,7.65,11,1,1,1383442200,-87.65591185,41.93608654,-87.66611069,2.1,17031062700,Cash,Dispatch Taxi Affiliation,480,6,0
7,12.05,6,15,7,1433602800,-87.65591185,41.87906699,-87.65700503,3.3,17031833100,Cash,0694 - 59280 Chinesco Trans Inc,1200,28,0
7,8.05,5,1,7,1368838800,-87.65591185,41.9002213,-87.62910519,2.1,17031081100,Cash,Dispatch Taxi Affiliation,600,8,0
7,10.45,1,12,1,1390133700,-87.65591185,41.89207264,-87.62887416,3.2,17031081600,Cash,,840,8,0
7,8.44,4,20,7,1367092800,-87.65591185,41.92907766,-87.64629348,2.3,17031070200,Cash,,720,7,0
7,9.25,6,0,1,1433637900,-87.65591185,41.89321636,-87.63784421,2.7,17031081800,Cash,,660,8,0
6,7.25,5,3,1,1431228600,-87.6430228,41.96217863,-87.64537876,3.9,17031031400,Credit Card,Choice Taxi Association,540,3,3
6,8.25,9,12,1,1378642500,-87.6430228,41.94528233,-87.6615451,0.1,17031061500,Cash,Blue Ribbon Taxi Association Inc.,720,6,0
33,9.45,11,8,3,1416298500,-87.61735801,,,1.9,,Cash,Taxi Affiliation Services,900,,0
33,9.85,5,21,2,1369084500,-87.61735801,,,2.7,,Credit Card,,720,,2
33,6.45,3,21,1,1362347100,-87.61735801,41.84924675,-87.6241353,0,17031841000,Cash,Taxi Affiliation Services,240,33,0
33,7.65,6,23,7,1371339000,-87.61735801,41.84924675,-87.6241353,0,17031841000,Cash,Taxi Affiliation Services,300,33,0
33,8.45,8,20,7,1440274500,-87.61735801,41.89250778,-87.62621491,2,17031081500,Cash,0694 - 59280 Chinesco Trans Inc,720,8,0
33,16.05,4,17,3,1429030800,-87.61735801,41.89250778,-87.62621491,3.1,17031081500,Credit Card,,1920,8,4.26
33,13.25,11,18,7,1385837100,-87.61735801,41.89250778,-87.62621491,3,17031081500,Cash,,1440,8,0
33,14,9,13,3,1473771600,-87.61735801,41.89250778,-87.62621491,3.2,17031081500,Credit Card,Choice Taxi Association,1320,8,2.8
33,8.85,12,13,6,1449840600,-87.61735801,41.89250778,-87.62621491,0.1,17031081500,Cash,Taxi Affiliation Services,540,8,0
33,9.85,7,11,6,1436528700,-87.61735801,41.89204214,-87.63186395,0.1,17031081700,Cash,Taxi Affiliation Services,780,8,0
33,10.85,8,17,3,1377622800,-87.61735801,41.89204214,-87.63186395,0.1,17031081700,Credit Card,Choice Taxi Association,900,8,2.95
33,9.05,8,11,6,1438947900,-87.61735801,41.89204214,-87.63186395,2.3,17031081700,Credit Card,,660,8,3
33,9.45,12,20,4,1450298700,-87.61735801,41.89204214,-87.63186395,2.6,17031081700,Credit Card,Taxi Affiliation Services,720,8,2
33,11.05,6,9,2,1370854800,-87.61735801,41.89204214,-87.63186395,0,17031081700,Cash,Northwest Management LLC,1020,8,0
33,15.45,9,20,3,1410899400,-87.61735801,41.93057857,-87.64220631,5.54,17031070102,Cash,,900,7,0
33,39.45,3,7,2,1395645300,-87.61735801,41.97907082,-87.90303966,0,17031980000,Credit Card,Taxi Affiliation Services,2820,76,10.35
33,44.65,1,17,2,1422292500,-87.61735801,41.97907082,-87.90303966,1.3,17031980000,Credit Card,Taxi Affiliation Services,3420,76,4
33,42.25,6,14,2,1433168100,-87.61735801,41.97907082,-87.90303966,20.7,17031980000,Cash,Choice Taxi Association,2640,76,0
33,18.45,1,17,7,1390065300,-87.61735801,41.95815488,-87.65302179,0,17031032100,Credit Card,Taxi Affiliation Services,1320,3,3.85
33,10.25,3,20,6,1394827200,-87.61735801,41.85633322,-87.65956424,2.8,17031310600,Cash,,900,31,0
33,8.45,1,10,5,1359024300,-87.61735801,41.87740612,-87.62197165,0.1,17031320400,Credit Card,Taxi Affiliation Services,660,32,2
33,6.85,9,13,4,1442410200,-87.61735801,41.87740612,-87.62197165,0,17031320400,Cash,Blue Ribbon Taxi Association Inc.,600,32,0
33,8.05,3,16,5,1427387400,-87.61735801,41.87740612,-87.62197165,1.9,17031320400,Cash,Taxi Affiliation Services,540,32,0
33,7.65,3,18,1,1362333600,-87.61735801,41.87740612,-87.62197165,0,17031320400,Cash,Taxi Affiliation Services,420,32,0
33,8.45,3,18,7,1425752100,-87.61735801,41.87740612,-87.62197165,2.2,17031320400,Cash,Taxi Affiliation Services,660,32,0
33,8.25,12,14,3,1451398500,-87.61735801,41.87740612,-87.62197165,1.8,17031320400,Cash,Taxi Affiliation Services,600,32,0
33,5.65,7,9,2,1404723600,-87.61735801,41.87740612,-87.62197165,1.1,17031320400,Credit Card,Northwest Management LLC,360,32,3
33,17.65,5,15,1,1431271800,-87.61735801,41.87740612,-87.62197165,7.4,17031320400,Credit Card,,960,32,3.53
33,7.05,4,15,5,1429802100,-87.61735801,41.87740612,-87.62197165,0.1,17031320400,Credit Card,Taxi Affiliation Services,420,32,2
33,9.05,6,13,1,1372598100,-87.61735801,41.87740612,-87.62197165,2.2,17031320400,Cash,,540,32,0
33,7.85,9,16,2,1412009100,-87.61735801,41.87740612,-87.62197165,2.1,17031320400,Cash,Dispatch Taxi Affiliation,540,32,0
33,5.85,5,11,7,1401534000,-87.61735801,41.85934972,-87.61735801,0,17031330100,Cash,Taxi Affiliation Services,300,33,0
33,5.05,9,15,4,1410966900,-87.61735801,41.85934972,-87.61735801,0.9,17031330100,Cash,,180,33,0
33,3.65,6,5,2,1433739600,-87.61735801,41.85934972,-87.61735801,0,17031330100,Cash,Taxi Affiliation Services,120,33,0
33,5.25,11,13,3,1447163100,-87.61735801,41.85934972,-87.61735801,0.7,17031330100,Credit Card,,300,33,3
33,7.65,9,9,4,1410341400,-87.61735801,41.85934972,-87.61735801,1,17031330100,Cash,Taxi Affiliation Services,720,33,0
33,5.85,4,16,5,1428595200,-87.61735801,41.85934972,-87.61735801,0.8,17031330100,Credit Card,Taxi Affiliation Services,420,33,1
33,3.25,1,19,4,1421867700,-87.61735801,41.85934972,-87.61735801,0,17031330100,Cash,Blue Ribbon Taxi Association Inc.,0,33,0
33,6.25,12,15,3,1417532400,-87.61735801,41.85934972,-87.61735801,1.1,17031330100,Credit Card,Northwest Management LLC,360,33,3
33,4.25,4,14,5,1397140200,-87.61735801,41.85934972,-87.61735801,0,17031330100,Cash,Choice Taxi Association,180,33,0
33,7.05,7,21,2,1374528600,-87.61735801,41.85934972,-87.61735801,0,17031330100,Cash,Choice Taxi Association,480,33,0
33,39.25,11,13,1,1416142800,-87.61735801,41.85934972,-87.61735801,19,17031330100,Credit Card,,2400,33,8.25
33,13.45,2,0,7,1391215500,-87.61735801,41.90602597,-87.67531162,4.8,17031241400,Cash,Northwest Management LLC,1020,24,0
33,6.25,6,12,7,1372509000,-87.61735801,41.85101782,-87.63509186,1,17031841100,Cash,Dispatch Taxi Affiliation,420,34,0
33,12.85,5,16,5,1369930500,-87.61735801,41.90752008,-87.6266589,0,17031080100,Cash,Choice Taxi Association,1020,8,0
33,10.65,11,15,7,1385826300,-87.61735801,41.89092203,-87.61886836,0,17031081403,Cash,Taxi Affiliation Services,840,8,0
33,9.5,12,17,4,1482946200,-87.61735801,41.89092203,-87.61886836,0.1,17031081403,Cash,Taxi Affiliation Services,780,8,0
33,12.25,3,18,7,1427565600,-87.61735801,41.89092203,-87.61886836,2.8,17031081403,Cash,,1200,8,0
33,10.25,9,21,2,1410211800,-87.61735801,41.89092203,-87.61886836,2.9,17031081403,Credit Card,Taxi Affiliation Services,900,8,2.05
33,8.65,8,16,7,1408207500,-87.61735801,41.89092203,-87.61886836,2.6,17031081403,Credit Card,,480,8,3
33,7.45,4,0,1,1365294600,-87.61735801,41.89092203,-87.61886836,1.9,17031081403,Cash,,480,8,0
33,9.05,3,11,7,1394881200,-87.61735801,41.89092203,-87.61886836,2.2,17031081403,Cash,Taxi Affiliation Services,720,8,0
33,7.25,3,17,1,1396200600,-87.61735801,41.89092203,-87.61886836,0.1,17031081403,Cash,Blue Ribbon Taxi Association Inc.,360,8,0
33,13.05,10,17,6,1444411800,-87.61735801,41.89092203,-87.61886836,3.4,17031081403,Credit Card,Choice Taxi Association,1380,8,2
33,9.85,4,18,1,1398017700,-87.61735801,41.89092203,-87.61886836,2.7,17031081403,Cash,,720,8,0
33,10.5,8,14,1,1471788000,-87.61735801,41.88498719,-87.62099291,0,17031320100,Cash,Blue Ribbon Taxi Association Inc.,720,32,0
33,12,7,0,7,1467420300,-87.61735801,41.88498719,-87.62099291,2.8,17031320100,Cash,Taxi Affiliation Services,1020,32,0
33,8.25,2,0,4,1391560200,-87.61735801,41.88498719,-87.62099291,0.1,17031320100,Cash,Taxi Affiliation Services,600,32,0
33,7.25,8,21,3,1439932500,-87.61735801,41.88498719,-87.62099291,1.5,17031320100,Cash,Taxi Affiliation Services,540,32,0
33,8.25,10,11,1,1414322100,-87.61735801,41.88498719,-87.62099291,2.1,17031320100,Cash,,540,32,0
33,10.85,12,17,3,1448990100,-87.61735801,41.88498719,-87.62099291,0,17031320100,Cash,Dispatch Taxi Affiliation,960,32,0
33,6.25,4,15,3,1398178800,-87.61735801,41.88498719,-87.62099291,1.4,17031320100,Cash,Taxi Affiliation Services,300,32,0
33,8.25,4,17,4,1397667600,-87.61735801,41.88498719,-87.62099291,2.1,17031320100,Cash,KOAM Taxi Association,600,32,0
33,7.25,7,8,3,1406621700,-87.61735801,41.88498719,-87.62099291,1.7,17031320100,Cash,,540,32,0
33,8.45,11,22,4,1447884900,-87.61735801,41.88498719,-87.62099291,2,17031320100,Cash,Taxi Affiliation Services,600,32,0
33,15.05,8,18,1,1377453600,-87.61735801,41.88498719,-87.62099291,2.1,17031320100,Cash,,1920,32,0
33,7.05,6,11,6,1403262900,-87.61735801,41.88498719,-87.62099291,1.6,17031320100,Credit Card,,360,32,2
33,7.45,2,10,3,1391510700,-87.61735801,41.88498719,-87.62099291,1.7,17031320100,Credit Card,Taxi Affiliation Services,480,32,1
33,6.85,4,9,6,1365759000,-87.61735801,41.88099447,-87.63274649,0.1,17031839100,Credit Card,Blue Ribbon Taxi Association Inc.,360,32,2
33,8,12,9,3,1482829200,-87.61735801,41.88099447,-87.63274649,1.6,17031839100,Credit Card,0118 - 42111 Godfrey S.Awir,480,32,3
33,6.25,5,8,6,1431072000,-87.61735801,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,360,32,0
33,6.85,9,7,3,1410852600,-87.61735801,41.88099447,-87.63274649,1.4,17031839100,Cash,,420,32,0
33,10.05,7,23,6,1436571000,-87.61735801,41.88099447,-87.63274649,2.9,17031839100,Cash,Taxi Affiliation Services,780,32,0
33,9.85,3,19,4,1394046900,-87.61735801,41.88099447,-87.63274649,2.5,17031839100,Cash,Taxi Affiliation Services,780,32,0
33,8.65,7,14,3,1436279400,-87.61735801,41.88099447,-87.63274649,2,17031839100,Credit Card,Taxi Affiliation Services,720,32,2
33,7.25,6,10,5,1403778600,-87.61735801,41.88099447,-87.63274649,0,17031839100,Cash,Choice Taxi Association,480,32,0
33,7.85,9,17,5,1380215700,-87.61735801,41.88099447,-87.63274649,0,17031839100,Credit Card,Blue Ribbon Taxi Association Inc.,600,32,2
33,7.65,6,14,4,1435156200,-87.61735801,41.88099447,-87.63274649,0,17031839100,Credit Card,Blue Ribbon Taxi Association Inc.,600,32,1.5
33,5.85,12,11,3,1417520700,-87.61735801,41.88099447,-87.63274649,1.1,17031839100,Credit Card,Dispatch Taxi Affiliation,360,32,2
33,7.65,10,9,1,1413711000,-87.61735801,41.88099447,-87.63274649,0.1,17031839100,Credit Card,Taxi Affiliation Services,420,32,2
33,9.85,6,9,5,1402563600,-87.61735801,41.88099447,-87.63274649,0.1,17031839100,Cash,Taxi Affiliation Services,1020,32,0
33,8.25,2,15,2,1423496700,-87.61735801,41.88099447,-87.63274649,0.1,17031839100,Cash,Taxi Affiliation Services,540,32,0
33,7.45,7,8,4,1375260300,-87.61735801,41.88099447,-87.63274649,0,17031839100,Cash,Dispatch Taxi Affiliation,480,32,0
33,10.05,6,8,2,1370851200,-87.61735801,41.88099447,-87.63274649,2.9,17031839100,Credit Card,,780,32,2
33,8.65,7,16,5,1437063300,-87.61735801,41.88099447,-87.63274649,0,17031839100,Credit Card,Taxi Affiliation Services,600,32,2
33,7.05,8,18,1,1407695400,-87.61735801,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,420,32,0
33,11.05,4,20,3,1429647300,-87.61735801,41.88528132,-87.6572332,3,17031833000,Cash,Taxi Affiliation Services,960,28,0
33,9.85,6,19,3,1433876400,-87.61735801,41.89197151,-87.61294541,0,17031081402,Credit Card,Blue Ribbon Taxi Association Inc.,960,8,5
33,15,10,14,5,1476972000,-87.61735801,41.87906699,-87.65700503,3.4,17031833100,Cash,,1440,28,0
33,24.05,6,12,7,1402144200,-87.61735801,41.96514171,-87.67657807,9.9,17031830800,Cash,Dispatch Taxi Affiliation,1680,4,0
33,10.25,11,16,3,1415118600,-87.61735801,41.87925508,-87.642649,0,17031281900,Cash,Blue Ribbon Taxi Association Inc.,840,28,0
33,8.65,3,10,6,1426242600,-87.61735801,41.87925508,-87.642649,0.1,17031281900,Credit Card,Blue Ribbon Taxi Association Inc.,660,28,2
33,8.05,7,22,7,1404597600,-87.61735801,41.87925508,-87.642649,2.2,17031281900,Cash,,600,28,0
33,12.65,3,16,3,1362501000,-87.61735801,41.87925508,-87.642649,3.4,17031281900,Cash,,1140,28,0
33,9.25,7,19,2,1438025400,-87.61735801,41.87925508,-87.642649,2.3,17031281900,Cash,Taxi Affiliation Services,720,28,0
33,8.85,5,10,6,1399630500,-87.61735801,41.87925508,-87.642649,2.3,17031281900,Cash,,660,28,0
33,6.25,6,13,7,1402751700,-87.61735801,41.87925508,-87.642649,1.3,17031281900,Credit Card,Taxi Affiliation Services,360,28,2
33,12.85,11,21,2,1448917200,-87.61735801,41.90278805,-87.62614559,4,17031081202,Credit Card,Taxi Affiliation Services,1080,8,2
33,8.85,1,20,2,1422304200,-87.61735801,41.89207264,-87.62887416,2.5,17031081600,Cash,,600,8,0
33,12.65,7,14,4,1406729700,-87.61735801,41.89503345,-87.61971067,0.2,17031081401,Credit Card,Taxi Affiliation Services,1320,8,4.05
33,10.65,3,18,5,1426788900,-87.61735801,41.89503345,-87.61971067,2.3,17031081401,Cash,Taxi Affiliation Services,1080,8,0
33,8.85,3,17,1,1396198800,-87.61735801,41.89503345,-87.61971067,2.5,17031081401,Cash,,600,8,0
33,6.25,12,13,7,1419082200,-87.61735801,41.87060737,-87.62217294,0,17031320600,Credit Card,Blue Ribbon Taxi Association Inc.,420,32,2
33,6.45,11,16,5,1415894400,-87.61735801,41.87060737,-87.62217294,0,17031320600,Cash,Blue Ribbon Taxi Association Inc.,480,32,0
33,7.25,9,20,7,1411849800,-87.61735801,41.87060737,-87.62217294,1.8,17031320600,Credit Card,Taxi Affiliation Services,480,32,3
33,6.65,6,16,4,1402502400,-87.61735801,41.87060737,-87.62217294,1.5,17031320600,Cash,Taxi Affiliation Services,360,32,0
33,4.84,11,14,2,1416837600,-87.61735801,41.87060737,-87.62217294,0.6,17031320600,Credit Card,,240,32,2
33,8,10,17,2,1477328400,-87.61735801,41.87060737,-87.62217294,0.1,17031320600,Credit Card,Blue Ribbon Taxi Association Inc.,300,32,3
33,9.25,4,18,7,1459620000,-87.61735801,41.87060737,-87.62217294,1.7,17031320600,Credit Card,,780,32,2
33,4.45,3,21,7,1395522000,-87.61735801,41.87060737,-87.62217294,0.4,17031320600,Cash,,180,32,0
33,4.45,8,21,6,1406928600,-87.61735801,41.87101588,-87.63140653,0.6,17031839000,Cash,Choice Taxi Association,180,32,0
33,12.45,5,13,1,1400419800,-87.61735801,41.89915561,-87.62621053,3.7,17031081201,Cash,Taxi Affiliation Services,1080,8,0
33,16.85,5,18,2,1400522400,-87.61735801,41.89915561,-87.62621053,3.7,17031081201,Cash,,2040,8,0
33,11.45,10,11,2,1444650300,-87.61735801,41.89915561,-87.62621053,3.35,17031081201,Cash,,840,8,0
33,9.65,3,8,5,1394095500,-87.61735801,41.89915561,-87.62621053,0.1,17031081201,Cash,Taxi Affiliation Services,720,8,0
33,12.65,12,18,7,1387044000,-87.61735801,41.89915561,-87.62621053,0.1,17031081201,Cash,Taxi Affiliation Services,1500,8,0
33,21.65,10,13,4,1381324500,-87.61735801,41.78599852,-87.75093429,0.6,17031980100,Credit Card,Taxi Affiliation Services,1140,56,4.9
33,24.85,11,7,4,1385538300,-87.61735801,41.78599852,-87.75093429,0.6,17031980100,Cash,Taxi Affiliation Services,1680,56,0
33,10.65,9,15,1,1443368700,-87.61735801,41.89321636,-87.63784421,3.1,17031081800,Credit Card,,840,8,2
33,10.65,6,13,3,1401801300,-87.61735801,41.89833179,-87.62076287,3.1,17031081300,Credit Card,Dispatch Taxi Affiliation,780,8,2
33,10.65,9,16,4,1409762700,-87.61735801,41.89833179,-87.62076287,0.1,17031081300,Credit Card,Taxi Affiliation Services,840,8,2.2
33,10.45,5,18,1,1433095200,-87.61735801,41.89833179,-87.62076287,0,17031081300,Cash,Taxi Affiliation Services,780,8,0
33,9.45,2,16,1,1424621700,-87.61735801,41.89833179,-87.62076287,0.1,17031081300,Credit Card,Taxi Affiliation Services,540,8,0
33,10.05,8,16,4,1440000000,-87.61735801,41.89833179,-87.62076287,3.3,17031081300,Credit Card,,780,8,2
33,9.65,7,14,2,1374504300,-87.61735801,41.89833179,-87.62076287,2.8,17031081300,Credit Card,,660,8,2
33,14.25,4,16,4,1398270600,-87.61735801,41.89833179,-87.62076287,4,17031081300,Credit Card,,1380,8,1
33,9.85,3,17,7,1393695000,-87.61735801,41.89833179,-87.62076287,0.1,17031081300,Cash,Taxi Affiliation Services,660,8,0
33,9.65,8,18,5,1407437100,-87.61735801,41.86790242,-87.64295867,2.3,17031841900,Credit Card,,780,28,2
33,12.25,12,20,5,1418933700,-87.61735801,41.87866742,-87.67165362,4.1,17031838100,Credit Card,Taxi Affiliation Services,840,28,2.65
24,8.85,4,12,7,1365252300,-87.67531162,41.92187746,-87.66407824,0,17031832500,Cash,Taxi Affiliation Services,840,7,0
24,10.25,4,2,1,1429409700,-87.67531162,41.89204214,-87.63186395,3.3,17031081700,Credit Card,Dispatch Taxi Affiliation,600,8,2.25
24,14.05,1,21,6,1390599000,-87.67531162,41.95340004,-87.64600707,0.3,17031060800,Cash,Taxi Affiliation Services,1260,6,0
24,9.05,7,15,7,1405784700,-87.67531162,41.91474731,-87.65400703,0.1,17031832600,Credit Card,Taxi Affiliation Services,900,7,3
24,13.45,5,5,7,1399093200,-87.67531162,41.95815488,-87.65302179,4.8,17031032100,Credit Card,Taxi Affiliation Services,1020,3,0.2
24,10.45,3,12,7,1363436100,-87.67531162,41.92177819,-87.65106188,2.4,17031071100,Cash,,1140,7,0
24,7.85,8,1,1,1407635100,-87.67531162,41.92177819,-87.65106188,2.2,17031071100,Credit Card,Choice Taxi Association,660,7,2
24,11.05,7,4,1,1373775300,-87.67531162,41.87740612,-87.62197165,0,17031320400,Cash,Taxi Affiliation Services,600,32,0
24,5.65,9,13,6,1410528600,-87.67531162,41.90056038,-87.69419737,1,17031242600,Cash,,360,24,0
24,6.65,8,1,6,1407462300,-87.67531162,41.89830587,-87.65361398,1.1,17031842300,Cash,,480,24,0
24,9.65,3,3,7,1394249400,-87.67531162,41.93615907,-87.66126522,2.8,17031062800,Credit Card,Northwest Management LLC,720,6,2.1
24,9.44,8,0,1,1375576200,-87.67531162,41.92170149,-87.65591185,2.3,17031071000,Credit Card,,780,7,3
24,34.65,5,21,2,1399931100,-87.67531162,41.90602597,-87.67531162,0,17031241400,Credit Card,Taxi Affiliation Services,0,24,6.9
24,4.05,8,17,7,1439053200,-87.67531162,41.90602597,-87.67531162,0.4,17031241400,Cash,,120,24,0
24,7.85,11,2,1,1416709800,-87.67531162,41.89265811,-87.65253448,2.3,17031243500,Cash,Taxi Affiliation Services,480,24,0
24,5.05,1,22,6,1388787300,-87.67531162,41.8995898,-87.67471913,0.8,17031242200,Cash,Taxi Affiliation Services,240,24,0
24,5.25,1,23,5,1389311100,-87.67531162,41.8995898,-87.67471913,1,17031242200,Cash,,240,24,0
24,5.75,4,19,7,1459626300,-87.67531162,41.89950655,-87.67960029,0.9,17031242300,Credit Card,,300,24,2
24,4.25,1,0,4,1388536200,-87.67531162,41.89950655,-87.67960029,0.5,17031242300,Cash,Choice Taxi Association,180,24,0
24,6.05,6,3,7,1370058300,-87.67531162,41.92112591,-87.69975441,0,17031221300,Cash,Blue Ribbon Taxi Association Inc.,300,22,0
24,6.45,4,2,7,1367029800,-87.67531162,41.89973739,-87.66495392,1.2,17031242000,Credit Card,,420,24,2
24,9.85,6,3,1,1370746800,-87.67531162,41.93465916,-87.64672973,0,17031063400,Cash,Dispatch Taxi Affiliation,600,6,0
24,12.25,10,20,4,1412195400,-87.67531162,41.88498719,-87.62099291,0.2,17031320100,Cash,Blue Ribbon Taxi Association Inc.,1020,32,0
24,10.25,5,19,7,1368904500,-87.67531162,41.88498719,-87.62099291,3.3,17031320100,Credit Card,,660,32,2
24,10.05,3,14,7,1393684200,-87.67531162,41.88099447,-87.63274649,3.1,17031839100,Cash,Choice Taxi Association,600,32,0
